wavelength_nm,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100,sample_101,sample_102,sample_103,sample_104,sample_105,sample_106,sample_107,sample_108,sample_109,sample_110,sample_111,sample_112,sample_113,sample_114,sample_115,sample_116,sample_117,sample_118,sample_119,sample_120,sample_121,sample_122,sample_123,sample_124,sample_125,sample_126,sample_127,sample_128,sample_129,sample_130,sample_131,sample_132,sample_133,sample_134,sample_135,sample_136,sample_137,sample_138,sample_139,sample_140,sample_141,sample_142,sample_143,sample_144,sample_145,sample_146,sample_147,sample_148,sample_149,sample_150,sample_151,sample_152,sample_153,sample_154,sample_155,sample_156,sample_157,sample_158,sample_159,sample_160,sample_161,sample_162,sample_163,sample_164,sample_165,sample_166,sample_167,sample_168,sample_169,sample_170,sample_171,sample_172,sample_173,sample_174,sample_175,sample_176,sample_177,sample_178,sample_179,sample_180,sample_181,sample_182,sample_183,sample_184,sample_185,sample_186,sample_187,sample_188,sample_189,sample_190
495,0.020519,0.088755,0.789736,0.199500,0.595967,0.428256,0.297507,0.195230,0.113149,0.065029,0.030874,0.171820,0.123716,0.230964,0.112437,0.060443,0.397771,0.256770,0.034152,0.045626,0.304452,0.110629,0.029207,0.013450,0.154252,0.045830,0.036562,0.043782,0.032200,0.017644,0.032931,0.230888,0.071578,0.014950,0.010869,0.079951,0.011769,0.049900,0.014969,0.037187,0.177546,0.068875,0.368091,0.034575,0.110336,0.081591,0.021275,0.105670,0.046967,0.046632,0.094463,0.123116,0.057277,0.392897,0.144473,0.046246,0.114465,0.073883,0.056475,0.225509,0.186268,0.186845,0.246466,0.020670,0.134376,0.194105,0.684217,0.426916,0.184700,0.077275,0.169239,0.408082,0.213360,0.179461,0.260663,0.051908,0.423150,0.222722,0.111987,0.027582,0.043327,0.231791,0.054917,0.063512,0.123536,0.029357,0.033889,0.034358,0.040638,0.051333,0.096913,0.086264,0.099549,0.451347,0.270377,0.231005,0.192811,0.153396,0.397560,0.221592,0.105271,0.131099,0.246215,0.144900,0.091442,0.361596,0.499219,0.073706,0.249316,0.169250,0.175165,0.095544,0.406482,0.868881,0.191072,0.643325,0.626187,0.166043,0.462400,0.393495,0.587155,0.490315,0.379397,0.445775,0.745712,0.174786,0.449024,0.702541,0.427994,0.611603,0.428625,0.569379,0.346900,0.178269,0.650416,0.294124,0.428837,0.092755,0.364318,0.718089,0.441496,0.192599,0.294970,0.160137,0.481239,0.327803,0.541440,0.073831,0.106407,0.234438,0.520389,0.127194,0.227827,0.276278,0.151513,0.424171,0.153100,0.343376,0.665094,0.168207,0.454408,0.188258,0.304865,0.093147,0.571898,0.018831,0.119675,0.072018,0.193772,0.222967,0.296747,0.085037,0.177297,0.271818,0.319300,0.589210,0.127755,0.246350,0.177562,0.548995,0.029388,0.194235,0.325316,0.202097,0.363403,0.344821,0.031319,0.491902,0.029456,0.273614
500,0.020600,0.088600,0.787300,0.199500,0.595300,0.427500,0.297900,0.194800,0.112900,0.065200,0.030800,0.181500,0.134600,0.235600,0.118100,0.060500,0.403900,0.263300,0.034700,0.041700,0.300400,0.107000,0.028100,0.013000,0.151300,0.045800,0.036300,0.043600,0.031100,0.017500,0.031800,0.228500,0.071500,0.014400,0.010700,0.079200,0.011500,0.050700,0.014900,0.037700,0.179600,0.072100,0.371100,0.036200,0.110900,0.083000,0.023200,0.108600,0.046700,0.051000,0.107600,0.128100,0.091800,0.429300,0.153000,0.070100,0.119900,0.075100,0.064000,0.230000,0.221300,0.224000,0.277400,0.022700,0.193400,0.212000,0.717500,0.436600,0.219700,0.081400,0.210300,0.502100,0.247200,0.204200,0.316000,0.057500,0.527200,0.326400,0.126900,0.029000,0.051800,0.276900,0.059700,0.069900,0.133800,0.031600,0.037200,0.036200,0.043000,0.054700,0.135300,0.129700,0.162000,0.546500,0.369700,0.274500,0.220000,0.169900,0.443500,0.247000,0.130700,0.161200,0.269400,0.152000,0.115100,0.379000,0.509500,0.077000,0.258700,0.170300,0.211800,0.096600,0.413600,0.880900,0.191000,0.657400,0.631700,0.179800,0.532600,0.415800,0.591000,0.485700,0.381900,0.449300,0.752700,0.178600,0.437000,0.706000,0.424000,0.617400,0.415400,0.564200,0.334800,0.171900,0.645100,0.285200,0.407500,0.087200,0.355400,0.708000,0.418000,0.185000,0.267200,0.154200,0.462000,0.307300,0.519400,0.070400,0.099000,0.227000,0.506300,0.108100,0.205900,0.265000,0.138000,0.399800,0.137800,0.332100,0.648800,0.156700,0.415700,0.179800,0.276500,0.085300,0.552800,0.017500,0.108200,0.067900,0.168000,0.208600,0.268000,0.074600,0.172100,0.244800,0.307000,0.581900,0.123000,0.218400,0.168200,0.538800,0.028000,0.184600,0.316900,0.182700,0.354900,0.337700,0.028700,0.479000,0.024000,0.250600
505,0.020488,0.088533,0.785283,0.199500,0.594310,0.426817,0.297739,0.194453,0.112666,0.065239,0.030709,0.186245,0.140922,0.238607,0.121045,0.060644,0.408915,0.266858,0.035180,0.038325,0.298648,0.106420,0.027206,0.012744,0.149914,0.045698,0.036125,0.043238,0.030369,0.017344,0.030694,0.228147,0.071409,0.013963,0.010619,0.078236,0.011500,0.050692,0.014938,0.038063,0.181084,0.075389,0.368547,0.037837,0.113979,0.085411,0.025088,0.110213,0.045242,0.059580,0.119031,0.132115,0.138471,0.459488,0.167421,0.099828,0.129879,0.075848,0.078659,0.234930,0.261740,0.272228,0.323574,0.027253,0.264304,0.230994,0.744038,0.456583,0.267565,0.085975,0.255193,0.597008,0.275814,0.227680,0.381026,0.069038,0.634955,0.461595,0.137124,0.031355,0.066456,0.333086,0.067184,0.080208,0.149970,0.035224,0.042204,0.039510,0.046842,0.060639,0.177246,0.182769,0.250554,0.639280,0.484372,0.320661,0.241079,0.194088,0.480727,0.264615,0.153388,0.187911,0.286053,0.156898,0.138325,0.391654,0.510064,0.078476,0.264313,0.173160,0.243049,0.094981,0.414828,0.878849,0.186857,0.660550,0.637181,0.182251,0.588253,0.424385,0.589416,0.482797,0.380735,0.448693,0.752743,0.182230,0.419376,0.705619,0.418910,0.614129,0.398308,0.557802,0.319479,0.163581,0.637536,0.274630,0.385627,0.081752,0.344682,0.697099,0.392354,0.177474,0.241151,0.148834,0.443439,0.286528,0.498194,0.066987,0.091719,0.222150,0.487428,0.092988,0.187167,0.251947,0.124812,0.377502,0.120004,0.319265,0.632546,0.146738,0.380360,0.167817,0.250363,0.077911,0.534381,0.016319,0.097573,0.063208,0.144761,0.197154,0.241068,0.066564,0.165018,0.225533,0.297632,0.574635,0.119163,0.197720,0.159229,0.523081,0.026563,0.175455,0.303807,0.169123,0.348062,0.330792,0.026687,0.465813,0.020219,0.229321
510,0.020200,0.088500,0.783700,0.199500,0.593300,0.426300,0.297400,0.194200,0.112500,0.065200,0.030600,0.187400,0.143200,0.239800,0.121800,0.060900,0.411700,0.267700,0.035700,0.035700,0.296800,0.105900,0.026500,0.012600,0.148300,0.045500,0.036000,0.043000,0.030100,0.017200,0.029800,0.227700,0.071000,0.013600,0.010600,0.077000,0.011500,0.050600,0.015000,0.038400,0.182200,0.079000,0.365500,0.039600,0.116800,0.087100,0.027000,0.111800,0.043200,0.071400,0.126500,0.135100,0.181500,0.482400,0.185000,0.126700,0.144000,0.076300,0.102900,0.240000,0.300100,0.324000,0.381800,0.040600,0.343200,0.248000,0.763400,0.483400,0.329100,0.091000,0.299600,0.677300,0.297400,0.250600,0.448400,0.087800,0.727800,0.596200,0.141600,0.034800,0.087500,0.392900,0.076800,0.093600,0.172500,0.041100,0.049900,0.046300,0.052800,0.070000,0.209900,0.232800,0.340300,0.713800,0.587800,0.363200,0.255900,0.225900,0.508100,0.272500,0.165700,0.208500,0.296300,0.160000,0.151600,0.400000,0.506100,0.078800,0.266800,0.178400,0.264200,0.091900,0.414300,0.867800,0.179700,0.655100,0.642100,0.182000,0.620600,0.424800,0.586000,0.481700,0.376500,0.444400,0.748300,0.185400,0.397500,0.702700,0.413000,0.603200,0.377800,0.550200,0.301000,0.153900,0.628600,0.263300,0.363400,0.076800,0.331800,0.685000,0.365000,0.170000,0.216300,0.143800,0.425000,0.265900,0.476700,0.063600,0.084400,0.220200,0.466600,0.081100,0.170900,0.238600,0.113000,0.356300,0.101700,0.303400,0.615900,0.138300,0.349600,0.156100,0.226100,0.071200,0.517000,0.015300,0.088200,0.060000,0.124500,0.187500,0.216600,0.060300,0.157500,0.213100,0.290000,0.564800,0.116000,0.183300,0.149900,0.505100,0.025300,0.166800,0.290600,0.161200,0.339200,0.325200,0.025200,0.453100,0.017700,0.210000
515,0.019738,0.088451,0.782364,0.199500,0.592530,0.426002,0.297319,0.194036,0.112436,0.065177,0.030474,0.185644,0.142159,0.239384,0.120190,0.061346,0.412001,0.263505,0.036374,0.033937,0.292293,0.102356,0.026113,0.012488,0.144088,0.045156,0.035868,0.043024,0.030425,0.017037,0.029281,0.224621,0.069517,0.013263,0.010681,0.074836,0.011500,0.050109,0.015026,0.038762,0.183045,0.082975,0.365544,0.041612,0.116942,0.087108,0.028920,0.113914,0.041606,0.087369,0.128585,0.136805,0.203871,0.494882,0.203493,0.140932,0.162479,0.076619,0.142549,0.244933,0.327362,0.371117,0.452290,0.067719,0.427275,0.259581,0.775201,0.513059,0.408769,0.096554,0.338482,0.724230,0.308918,0.273350,0.510317,0.117431,0.783824,0.693224,0.141594,0.040029,0.118028,0.448572,0.088341,0.109835,0.204699,0.050900,0.062339,0.059962,0.062433,0.085129,0.220559,0.264622,0.402454,0.753014,0.648443,0.394906,0.264536,0.266719,0.524837,0.272388,0.166082,0.220007,0.300709,0.161733,0.151803,0.404489,0.496799,0.077416,0.266987,0.187063,0.271011,0.088515,0.409235,0.851239,0.171376,0.643435,0.645918,0.171912,0.622847,0.414874,0.583177,0.482148,0.369742,0.435992,0.739714,0.187961,0.372202,0.697625,0.406371,0.584952,0.354269,0.541214,0.279464,0.143606,0.619256,0.252271,0.341010,0.073123,0.316047,0.671433,0.336273,0.162531,0.192157,0.138868,0.406071,0.245967,0.453723,0.060268,0.076758,0.221510,0.446548,0.071955,0.156471,0.225579,0.103555,0.335105,0.082978,0.282508,0.598537,0.131674,0.325205,0.146574,0.202562,0.065436,0.501105,0.014469,0.080616,0.059397,0.107821,0.178854,0.195228,0.055895,0.150374,0.207925,0.283365,0.549844,0.113456,0.175213,0.138724,0.487475,0.024256,0.158236,0.280313,0.158463,0.323591,0.322171,0.024281,0.441583,0.016019,0.192942
520,0.019200,0.088500,0.781400,0.199500,0.592000,0.426100,0.297400,0.194100,0.112500,0.065200,0.030400,0.183900,0.141100,0.238900,0.117300,0.061700,0.410700,0.256100,0.037100,0.032900,0.287000,0.098000,0.025800,0.012400,0.139300,0.044800,0.035800,0.043200,0.031100,0.016900,0.029100,0.219800,0.068400,0.013000,0.010800,0.073300,0.011500,0.049700,0.015100,0.039200,0.183900,0.087800,0.369900,0.043700,0.116300,0.087000,0.031000,0.117600,0.040200,0.103600,0.128700,0.137700,0.211200,0.501600,0.224000,0.145700,0.186900,0.076900,0.189800,0.250000,0.346100,0.413000,0.524400,0.108000,0.508700,0.267000,0.780300,0.539300,0.496500,0.102300,0.370600,0.748900,0.314300,0.295000,0.563000,0.151500,0.812800,0.755100,0.141100,0.045700,0.151300,0.494000,0.099800,0.126200,0.239400,0.062500,0.076600,0.076600,0.073300,0.102300,0.221300,0.281400,0.437500,0.765900,0.673000,0.415300,0.268500,0.307900,0.533400,0.269900,0.165800,0.224800,0.301000,0.162000,0.149800,0.405000,0.483700,0.074600,0.265500,0.196300,0.267400,0.084900,0.399900,0.831200,0.161900,0.627400,0.648100,0.154100,0.603400,0.396100,0.578000,0.482800,0.360100,0.424200,0.728500,0.189200,0.344800,0.690900,0.399000,0.561100,0.328800,0.530600,0.255400,0.132900,0.609700,0.241500,0.318700,0.069800,0.298000,0.657500,0.307300,0.155000,0.169700,0.134200,0.387000,0.226300,0.432700,0.057100,0.069100,0.224400,0.431300,0.065000,0.144000,0.214600,0.096000,0.316300,0.066700,0.260100,0.582600,0.126300,0.305900,0.141800,0.182300,0.060600,0.485600,0.013800,0.074300,0.059000,0.094600,0.171000,0.177400,0.052300,0.146200,0.206300,0.277000,0.532600,0.111000,0.170600,0.127700,0.472700,0.023500,0.150700,0.275500,0.157800,0.305800,0.321200,0.023700,0.431600,0.015000,0.178500
525,0.018687,0.088743,0.780931,0.199500,0.591663,0.426682,0.297477,0.194486,0.112693,0.065281,0.030438,0.184954,0.142836,0.239614,0.114023,0.061761,0.404928,0.248206,0.037789,0.032462,0.281887,0.095765,0.025281,0.012275,0.134635,0.044575,0.035938,0.043788,0.031801,0.016825,0.029187,0.214063,0.068584,0.012850,0.010856,0.073166,0.011500,0.050689,0.015304,0.039782,0.184975,0.094026,0.384660,0.045707,0.114483,0.087003,0.033346,0.123374,0.039000,0.115979,0.125365,0.138126,0.209360,0.506364,0.247585,0.144912,0.219206,0.077228,0.239407,0.255500,0.357298,0.447017,0.586817,0.165859,0.578222,0.271343,0.780883,0.555956,0.583407,0.108187,0.393690,0.762267,0.317074,0.314882,0.601756,0.183934,0.825707,0.784492,0.139036,0.050784,0.182215,0.522703,0.108969,0.139663,0.270985,0.075086,0.091148,0.094119,0.083818,0.119092,0.213560,0.287404,0.447464,0.764080,0.671596,0.424551,0.269364,0.339775,0.536399,0.263833,0.158067,0.225575,0.298768,0.160669,0.138448,0.401512,0.468542,0.071124,0.262850,0.203617,0.257726,0.081538,0.388695,0.809090,0.151558,0.608374,0.648138,0.135642,0.571933,0.373542,0.567499,0.482379,0.347106,0.409602,0.715837,0.188460,0.316450,0.682929,0.390862,0.532969,0.302357,0.518162,0.229184,0.122042,0.600232,0.231191,0.296777,0.066234,0.277612,0.644340,0.279110,0.147348,0.149893,0.129972,0.368138,0.206389,0.417130,0.054250,0.061486,0.227403,0.425322,0.059666,0.133435,0.208226,0.090626,0.302287,0.056409,0.238972,0.570268,0.121703,0.290960,0.143372,0.166965,0.056862,0.469290,0.013300,0.069033,0.056728,0.085173,0.163250,0.163923,0.048334,0.146055,0.204695,0.269649,0.515328,0.107892,0.166720,0.118092,0.463156,0.023162,0.144521,0.280751,0.157229,0.286935,0.321355,0.023194,0.423599,0.014269,0.167203
530,0.018200,0.089000,0.780700,0.199500,0.591500,0.427300,0.297600,0.194900,0.112900,0.065400,0.030500,0.187300,0.145800,0.241500,0.111600,0.061500,0.396400,0.241000,0.038500,0.032400,0.278900,0.094900,0.024800,0.012200,0.132000,0.044400,0.036200,0.044700,0.032900,0.016800,0.029300,0.210400,0.069900,0.012800,0.010900,0.073200,0.011500,0.053300,0.015600,0.040500,0.186600,0.101500,0.403300,0.047700,0.113200,0.087500,0.036100,0.133400,0.038200,0.126000,0.122100,0.138900,0.206300,0.509800,0.272000,0.143600,0.258900,0.077700,0.287000,0.261000,0.364300,0.475000,0.638700,0.230300,0.635000,0.274000,0.780500,0.565400,0.659900,0.113400,0.409700,0.769500,0.318300,0.332100,0.628300,0.211200,0.829900,0.793200,0.136500,0.055000,0.208200,0.539000,0.115700,0.149600,0.297400,0.086300,0.103700,0.110300,0.092900,0.133700,0.200200,0.286700,0.441400,0.754000,0.654000,0.425100,0.267900,0.359900,0.534600,0.256000,0.145000,0.223400,0.294200,0.158000,0.121100,0.395000,0.451500,0.067300,0.259300,0.208700,0.243700,0.078300,0.375900,0.785500,0.140800,0.586500,0.645700,0.116700,0.533600,0.347900,0.554000,0.480800,0.330800,0.392300,0.700600,0.186100,0.288000,0.672700,0.382000,0.501900,0.275600,0.503900,0.202100,0.111400,0.590700,0.221500,0.275100,0.062200,0.256600,0.631900,0.252100,0.140000,0.132500,0.125900,0.350000,0.187100,0.406100,0.051600,0.054400,0.227700,0.423400,0.055600,0.125000,0.203900,0.086000,0.292100,0.049800,0.221200,0.561800,0.117900,0.279900,0.145700,0.158200,0.053900,0.453100,0.012900,0.064400,0.054000,0.078700,0.156500,0.154200,0.044500,0.147100,0.202700,0.263000,0.503800,0.105000,0.163200,0.110800,0.459200,0.023100,0.141200,0.289700,0.156500,0.275500,0.321500,0.022900,0.417700,0.014000,0.158700
535,0.017781,0.089085,0.780379,0.199500,0.591457,0.427494,0.297833,0.195044,0.113004,0.065525,0.030512,0.190493,0.148606,0.244447,0.111014,0.060319,0.387167,0.236090,0.039273,0.032576,0.279290,0.094976,0.024512,0.012294,0.132785,0.044231,0.036463,0.045788,0.034376,0.016831,0.029328,0.210970,0.072979,0.012869,0.010931,0.074718,0.011613,0.057219,0.015925,0.041275,0.189033,0.110531,0.418646,0.049482,0.114907,0.090149,0.039797,0.148578,0.037936,0.132893,0.122691,0.140775,0.205035,0.512557,0.294697,0.143259,0.307442,0.078427,0.325198,0.266068,0.370249,0.498141,0.677151,0.291689,0.676170,0.276261,0.782199,0.570906,0.714190,0.117403,0.420444,0.774710,0.319045,0.345551,0.644754,0.228859,0.831377,0.792455,0.134860,0.057431,0.223637,0.547535,0.119936,0.155483,0.313598,0.092773,0.110626,0.121456,0.098382,0.142741,0.186130,0.282221,0.427086,0.739672,0.627826,0.419422,0.264588,0.366745,0.528327,0.247846,0.133184,0.218886,0.287162,0.154334,0.104722,0.386448,0.433061,0.063724,0.254968,0.210463,0.226200,0.075082,0.362400,0.761005,0.130079,0.561742,0.640537,0.099701,0.491750,0.321074,0.540049,0.478385,0.311345,0.372370,0.681710,0.182091,0.260187,0.659216,0.372426,0.469210,0.249103,0.487793,0.175281,0.101388,0.581057,0.212715,0.253542,0.057001,0.236664,0.619973,0.226740,0.133386,0.117579,0.121692,0.333118,0.169243,0.399283,0.049057,0.048436,0.218927,0.420838,0.052296,0.119232,0.200037,0.080568,0.285459,0.046538,0.209013,0.557451,0.114640,0.272007,0.146749,0.155919,0.051469,0.437685,0.012506,0.059776,0.052561,0.074774,0.150896,0.148459,0.040649,0.148535,0.197864,0.258189,0.501166,0.102925,0.157597,0.107541,0.459361,0.023288,0.140797,0.298092,0.154546,0.274784,0.320536,0.022812,0.414125,0.014050,0.152334
540,0.017400,0.089100,0.779700,0.199500,0.591300,0.427300,0.298100,0.195000,0.113000,0.065600,0.030500,0.192500,0.150100,0.247700,0.111100,0.059000,0.381200,0.233800,0.040100,0.033200,0.283500,0.095900,0.024400,0.012500,0.136600,0.044100,0.036800,0.047000,0.037100,0.016900,0.029400,0.216000,0.077400,0.013000,0.011000,0.078500,0.011900,0.062700,0.016400,0.042400,0.192700,0.120200,0.426700,0.051700,0.121900,0.097500,0.043300,0.173600,0.037900,0.139900,0.127100,0.144800,0.203300,0.517800,0.318000,0.142800,0.358900,0.079600,0.360700,0.271000,0.375500,0.517000,0.706600,0.347100,0.705500,0.279000,0.788600,0.576000,0.750000,0.119300,0.429500,0.779100,0.319200,0.355300,0.654100,0.238800,0.831000,0.786300,0.134100,0.059000,0.233600,0.548000,0.122500,0.158500,0.324000,0.096800,0.114600,0.130100,0.102000,0.148800,0.171700,0.274900,0.407400,0.721100,0.596200,0.408900,0.259500,0.362900,0.518000,0.239600,0.121200,0.212500,0.277700,0.150000,0.088700,0.376000,0.413800,0.060300,0.249600,0.210900,0.206400,0.072300,0.348700,0.735400,0.119700,0.534700,0.632600,0.084400,0.447900,0.293700,0.524000,0.476400,0.289300,0.349800,0.659500,0.176500,0.233300,0.642400,0.362000,0.435800,0.223300,0.469500,0.149200,0.092000,0.570800,0.204600,0.232200,0.051500,0.217700,0.607500,0.203100,0.127000,0.104700,0.117500,0.317000,0.152500,0.393600,0.046700,0.043300,0.204700,0.413700,0.049700,0.114900,0.195700,0.075000,0.280300,0.044000,0.202800,0.555200,0.112300,0.267500,0.147000,0.155700,0.049500,0.424600,0.012200,0.055600,0.052000,0.072400,0.148100,0.144800,0.037600,0.148900,0.194400,0.256000,0.503100,0.102000,0.154000,0.106900,0.459500,0.023600,0.140800,0.302800,0.153200,0.276300,0.319500,0.022800,0.412900,0.014200,0.149500
545,0.017012,0.089175,0.778501,0.199500,0.590818,0.426909,0.298338,0.194935,0.112929,0.065595,0.030490,0.190806,0.146952,0.250679,0.112749,0.058525,0.380615,0.233806,0.040988,0.034101,0.294347,0.100907,0.024425,0.012756,0.145247,0.044024,0.037262,0.048182,0.041353,0.017000,0.029529,0.229926,0.083365,0.013106,0.011175,0.083881,0.012194,0.070086,0.017088,0.044124,0.197781,0.129429,0.424337,0.054502,0.135848,0.109858,0.045640,0.214323,0.038471,0.149172,0.140099,0.152128,0.199764,0.528685,0.344181,0.141431,0.407618,0.081417,0.399077,0.276072,0.380655,0.532143,0.730860,0.390454,0.726156,0.283139,0.801494,0.583534,0.771095,0.119230,0.440553,0.783909,0.318860,0.360826,0.659288,0.243270,0.828484,0.776623,0.134786,0.060598,0.242581,0.540418,0.124206,0.159915,0.332252,0.099872,0.117306,0.138939,0.105209,0.154001,0.158770,0.264974,0.383447,0.697550,0.560710,0.394514,0.252617,0.351193,0.504165,0.231845,0.109882,0.204481,0.265920,0.145245,0.074645,0.363684,0.394392,0.057144,0.242905,0.211294,0.185158,0.070181,0.335469,0.708446,0.110078,0.505949,0.621992,0.071349,0.403050,0.266590,0.504041,0.476110,0.265083,0.324363,0.633995,0.169303,0.207570,0.621924,0.350643,0.402543,0.198566,0.448668,0.124346,0.083315,0.559374,0.197032,0.211007,0.046242,0.200134,0.593404,0.181242,0.120318,0.093474,0.113373,0.301160,0.136780,0.386016,0.044593,0.038932,0.190709,0.397131,0.047625,0.111170,0.189000,0.069061,0.274641,0.038856,0.201609,0.553033,0.111323,0.265861,0.141465,0.156127,0.047819,0.415474,0.012044,0.052005,0.051996,0.070727,0.148132,0.141682,0.036379,0.145178,0.194954,0.256989,0.510611,0.102607,0.154323,0.108200,0.455519,0.023850,0.141761,0.299550,0.155295,0.287036,0.319586,0.023132,0.414251,0.014394,0.149732
550,0.016700,0.089300,0.777100,0.199500,0.590100,0.426700,0.298700,0.195000,0.112900,0.065600,0.030500,0.188000,0.142200,0.252700,0.115200,0.058600,0.381500,0.235800,0.041900,0.036000,0.313100,0.107000,0.024500,0.013100,0.155800,0.044000,0.037800,0.049500,0.048900,0.017100,0.030100,0.255400,0.089600,0.013300,0.011400,0.091800,0.012900,0.078800,0.018100,0.046500,0.205400,0.139000,0.421400,0.059200,0.156800,0.129800,0.046800,0.268300,0.040800,0.163500,0.167700,0.162500,0.193000,0.546500,0.371000,0.137900,0.452000,0.083800,0.439700,0.281000,0.385700,0.544000,0.749200,0.424000,0.740600,0.289000,0.820800,0.592400,0.783000,0.118600,0.454400,0.789600,0.318600,0.363700,0.662000,0.244300,0.823800,0.763500,0.137400,0.061400,0.246900,0.531000,0.125300,0.160200,0.335800,0.101100,0.118200,0.143700,0.106700,0.156400,0.147000,0.252100,0.355300,0.669300,0.521400,0.377100,0.244000,0.334000,0.488100,0.224900,0.098800,0.194200,0.252300,0.140000,0.062500,0.350000,0.374800,0.054200,0.234800,0.211300,0.162300,0.069200,0.322900,0.681300,0.101000,0.476200,0.609300,0.060400,0.356800,0.240900,0.482000,0.478200,0.238600,0.297600,0.607300,0.160700,0.183700,0.599500,0.339000,0.370600,0.175300,0.426000,0.101100,0.075400,0.547200,0.189900,0.190600,0.041500,0.183700,0.577600,0.161600,0.114000,0.083900,0.109500,0.286000,0.122100,0.376200,0.042700,0.035200,0.179200,0.377700,0.046000,0.107000,0.181800,0.064000,0.267900,0.033000,0.201100,0.549600,0.111200,0.265700,0.135900,0.156400,0.046500,0.410000,0.012000,0.049300,0.052000,0.068900,0.148800,0.138200,0.036200,0.140200,0.199600,0.260000,0.519300,0.104000,0.157100,0.109500,0.447900,0.024100,0.143500,0.296000,0.163500,0.302300,0.321200,0.024400,0.420200,0.014800,0.151900
555,0.016544,0.089454,0.775860,0.199500,0.589294,0.426984,0.299315,0.195307,0.113006,0.065696,0.030551,0.185923,0.138999,0.253323,0.116890,0.059878,0.386425,0.242522,0.042794,0.039108,0.340616,0.109392,0.024575,0.013438,0.165550,0.044163,0.038363,0.050944,0.060707,0.017150,0.030959,0.294164,0.094816,0.013631,0.011556,0.102713,0.014063,0.088585,0.019507,0.049543,0.216544,0.148686,0.426425,0.066590,0.185952,0.161432,0.046960,0.337387,0.044950,0.186142,0.217803,0.176242,0.180235,0.573067,0.396281,0.130612,0.489232,0.086612,0.482821,0.285490,0.390752,0.553103,0.761046,0.448310,0.751459,0.296973,0.845515,0.600851,0.790980,0.116891,0.471335,0.796627,0.318976,0.365398,0.663542,0.243605,0.817056,0.746637,0.142704,0.060729,0.244645,0.525057,0.125885,0.159584,0.333025,0.099146,0.115961,0.142818,0.105357,0.154604,0.136543,0.235944,0.322853,0.636786,0.478068,0.357385,0.233766,0.313229,0.470990,0.219620,0.087620,0.181083,0.237308,0.134184,0.052930,0.335422,0.355102,0.051488,0.225286,0.208450,0.137337,0.069795,0.311496,0.655141,0.092341,0.446097,0.595113,0.051743,0.308310,0.218221,0.459777,0.483056,0.209489,0.270753,0.581476,0.150634,0.162359,0.576733,0.327651,0.341401,0.153772,0.402136,0.079695,0.068408,0.534617,0.183117,0.171526,0.037856,0.168182,0.559997,0.144519,0.108678,0.075848,0.106231,0.271749,0.108267,0.363043,0.041006,0.031950,0.173381,0.359966,0.044713,0.100602,0.175245,0.061063,0.258613,0.026867,0.197705,0.543435,0.113192,0.267301,0.135820,0.154001,0.045470,0.408045,0.012000,0.047949,0.052502,0.065332,0.151157,0.132536,0.037476,0.138033,0.210685,0.265259,0.523381,0.105875,0.164640,0.109355,0.437779,0.024238,0.144939,0.297763,0.178469,0.312304,0.327352,0.026469,0.431902,0.015419,0.158126
